asset_tag_,serial_,description,quantity,location,price,has_purchase_order,has_supplier_info,lifespan_days,estimated_useful_life_days,asset_current_age_days,linear_depreciation_rate,stagnation_time_days,depreciation_pct,days_to_service,has_been_transferred,price_per_unit,is_high_value,category_encoded,condition_encoded,dept_ALL,dept_AMP,dept_AUTO,dept_AUTO-COL,dept_AUTO-OPE,dept_AUTOMATION,dept_CAD,dept_CDL,dept_CONST,dept_DMC,dept_ELEC-ENG,dept_Electrical,dept_GIS,dept_HONDA,dept_HVAC,dept_LEED,dept_MACHINIST,dept_Maintenance,dept_PLUM,dept_SEMI,dept_WELD,campus_Dobie,campus_Lockhart,campus_Lockhart Correctional,campus_Northridge,campus_Riverside,campus_Round Rock,campus_San Marcos,campus_Smithville,campus_TOOF,target_needs_repair
102851,,Westward Rolling Tool Cabinet (Boxed),1,Building,6085.87,0,0,,1825,485,3.334723287671233,-1,26.575342465753426,10,0,6085.87,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94009,ETS-0101-SJ000390,Automotive Motor Trainer,1,Building,11939.4,0,0,,1825,138,6.54213698630137,-1,7.561643835616438,12,0,11939.4,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GEN-981286,SN-691025,Automotive Brake Trainer,1,Building,15067.28,0,0,,1825,1449,8.256043835616438,-1,79.3972602739726,11,0,15067.28,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GEN-646639,SN-691635,Automotive Tires,2,Building,7414.41,0,0,,365,1063,20.31345205479452,-1,291.23287671232873,15,0,3707.205,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GEN-378995,SN-392087,Welding Trainers,3,Building,12507.13,0,0,,1825,950,6.853221917808218,-1,52.054794520547944,17,0,4169.043333333333,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
GEN-712064,SN-241266,Automotive Electrical Trainer,1,Building,7997.26,0,0,,1825,664,4.382060273972603,-1,36.38356164383561,13,0,7997.26,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
98134,SN-437393,Worldwide Vehicle Inspection Machine,1,Building,9871.54,0,0,,1825,722,5.40906301369863,-1,39.56164383561644,16,0,9871.54,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102113,24031042AACF,Vacuum Pump,1,Shipping Container,7501.72,0,0,,1095,990,6.850885844748858,-1,90.41095890410958,18,0,7501.72,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
97953,SN-231012,Generator,1,Shipping Container,9505.83,0,0,,1825,311,5.20867397260274,-1,17.041095890410958,11,0,9505.83,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
86193,3120F26895,A/C Unit,1,Shipping Container,22498.48,0,0,,1825,329,12.327934246575342,-1,18.027397260273972,19,0,22498.48,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
86192,0921E23204,A/C Training Cart,1,Shipping Container,12311.57,0,0,,1825,1040,6.7460657534246575,-1,56.986301369863014,13,0,12311.57,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10003,24050867,Refrigerant Recovery Machine,1,Shipping Container,8827.77,0,0,,1095,401,8.061890410958904,-1,36.62100456621005,10,0,8827.77,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-470120,SN-752992,Electrical Trainers,6,Shipping Container,8235.28,0,0,,1825,292,4.512482191780823,-1,16.0,21,0,1372.5466666666669,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-680532,SN-989208,Brazing Table,1,Shipping Container,16450.23,0,0,,1825,303,9.013824657534247,-1,16.602739726027398,13,0,16450.23,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-233950,SN-682370,Red Tool Chest,1,Shipping Container,17478.4,0,0,,1095,1161,15.962009132420093,-1,106.02739726027397,16,0,17478.4,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-151811,SN-457246,HVAC Components Box,7,Shipping Container,7213.62,0,0,,183,2866,39.418688524590166,-1,1566.120218579235,14,0,1030.5171428571427,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-654172,SN-850087,Shelving Unit,1,Shipping Container,14196.59,0,0,,1825,2769,7.7789534246575345,-1,151.72602739726025,12,0,14196.59,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-665291,SN-630784,Copper Fittings Box,1,Shipping Container,14032.35,0,0,,183,741,76.67950819672132,-1,404.91803278688525,16,0,14032.35,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-629492,SN-570070,Box of Tools,2,Shipping Container,8636.43,0,0,,1095,397,7.887150684931507,-1,36.25570776255708,12,0,4318.215,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-508803,SN-115955,Box of Wire,1,Shipping Container,10009.16,0,0,,183,1056,54.69486338797814,-1,577.0491803278688,11,0,10009.16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-280581,SN-784487,Empty Grey Tank,1,Shipping Container,12336.87,0,0,,1095,1019,11.26654794520548,-1,93.05936073059361,12,0,12336.87,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-221662,SN-301917,Empty Yellow Tank,1,Shipping Container,19240.16,0,0,,1095,275,17.570922374429223,-1,25.11415525114155,19,0,19240.16,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-298893,SN-796356,Box of HVAC Books,1,Shipping Container,5176.36,0,0,,1825,548,2.836361643835616,-1,30.027397260273975,19,0,5176.36,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-823527,SN-821462,Yellow Metal Cage,1,Shipping Container,21025.63,0,0,,1825,624,11.520893150684932,-1,34.19178082191781,17,0,21025.63,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GEN-658703,SN-378265,Box of Scrap Wood,1,Shipping Container,15342.84,0,0,,183,417,83.84065573770492,-1,227.8688524590164,12,0,15342.84,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
101804,24020290AABR,Fieldpiece Digital Manifold (SM380V),1,Container 4A,5245.35,1,1,,1095,434,4.79027397260274,-1,39.63470319634703,12,0,5245.35,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101803,24030033AABR,Fieldpiece Digital Manifold (SM380V),1,Container 4A,9689.23,1,1,,1095,1166,8.848611872146119,-1,106.48401826484017,10,0,9689.23,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101802,24030034AABR,Fieldpiece Digital Manifold (SM380V),1,Container 4A,7494.08,1,1,,1095,882,6.843908675799087,-1,80.54794520547945,10,0,7494.08,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101801,24030036AABR,Fieldpiece Digital Manifold (SM380V),1,Container 4A,19811.84,1,1,,1095,620,18.093004566210045,-1,56.62100456621004,13,0,19811.84,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101799,24042933AACF,Field Piece Vacuum Pump (VP87),1,Container 4A,18765.57,1,1,,1095,100,17.13750684931507,-1,9.1324200913242,13,0,18765.57,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101797,24050584AACF,Field Piece Vacuum Pump (VP87),1,Container 4A,18702.8,1,1,,1095,871,17.080182648401827,-1,79.54337899543378,12,0,18702.8,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
101749,24021705AABR,Fieldpiece Digital Manifold (SM380V),1,Container 4A,19048.21,1,1,,1095,2680,17.395625570776254,-1,244.74885844748857,12,0,19048.21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
94855,2424317,Shipping Container,1,Container 10A,12976.35,1,1,,1825,124,7.1103287671232875,-1,6.794520547945206,14,0,12976.35,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-452528,NF240481R,Hobart Generator,1,Container 10A,14681.75,0,0,,1095,126,13.407990867579908,-1,11.506849315068493,15,0,14681.75,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-153590,NF240474R,Hobart Generator,1,Container 10A,17341.2,0,0,,1095,265,15.836712328767124,-1,24.200913242009133,13,0,17341.2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-584179,NF100024R,Hobart Generator,1,Container 10A,15319.02,0,0,,1095,934,13.989972602739726,-1,85.29680365296804,18,0,15319.02,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-393303,NF091266R,Hobart Generator,1,Container 10A,8337.2,0,0,,1095,397,7.6138812785388135,-1,36.25570776255708,20,0,8337.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-942382,NF240477R,Hobart Generator,1,Container 10A,16049.21,0,0,,1095,1560,14.656812785388126,-1,142.46575342465752,20,0,16049.21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-596085,NF240468R,Hobart Generator,1,Container 10A,11328.21,0,0,,1095,172,10.345397260273971,-1,15.707762557077626,13,0,11328.21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-784730,NF070323R,Hobart Generator,1,Container 10A,14815.05,0,0,,1095,527,13.52972602739726,-1,48.12785388127854,12,0,14815.05,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-529852,NF060959R,Hobart Generator,1,Container 10A,12333.8,0,0,,1095,809,11.263744292237442,-1,73.8812785388128,21,0,12333.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-933659,NF240473R,Hobart Generator,1,Container 10A,10584.51,0,0,,1095,1216,9.666219178082192,-1,111.05022831050229,13,0,10584.51,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-812042,NF060960R,Hobart Generator,1,Container 10A,9734.63,0,0,,1095,207,8.89007305936073,-1,18.904109589041095,16,0,9734.63,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
103002,SN-299778,Hobart Generator,1,Container 10B,10587.69,0,0,,1095,338,9.669123287671233,-1,30.8675799086758,14,0,10587.69,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102957,SN-134151,Hobart Generator,1,Container 10B,9078.9,0,0,,1095,413,8.291232876712328,-1,37.716894977168955,10,0,9078.9,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102954,SN-595491,Hobart Generator,1,Container 10B,6525.68,0,0,,1095,969,5.959525114155252,-1,88.4931506849315,15,0,6525.68,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102953,SN-823928,Hobart Generator,1,Container 10B,15655.37,0,0,,1095,332,14.297141552511416,-1,30.319634703196346,16,0,15655.37,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102952,SN-770833,Hobart Generator,1,Container 10B,15377.36,0,0,,1095,490,14.043251141552512,-1,44.74885844748858,12,0,15377.36,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102951,SN-292262,Hobart Generator,1,Container 10B,17813.86,0,0,,1095,396,16.268365296803655,-1,36.16438356164384,12,0,17813.86,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102950,R,Hobart Generator,1,Container 10B,13981.99,0,0,,1095,129,12.768940639269406,-1,11.78082191780822,14,0,13981.99,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102949,SN-103248,Hobart Generator,1,Container 10B,12204.94,0,0,,1095,980,11.14606392694064,-1,89.49771689497716,11,0,12204.94,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102948,SN-585050,Hobart Generator,1,Container 10B,14729.35,0,0,,1095,390,13.451461187214612,-1,35.61643835616438,15,0,14729.35,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102947,SN-580006,Hobart Generator,1,Container 10B,6753.1,0,0,,1095,676,6.167214611872146,-1,61.7351598173516,14,0,6753.1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102943,SN-418340,Hobart Generator,1,Container 10B,13798.68,0,0,,1095,1134,12.601534246575342,-1,103.56164383561644,19,0,13798.68,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
102942,SN-679783,Hobart Generator,1,Container 10B,10764.2,0,0,,1095,2821,9.830319634703198,-1,257.6255707762557,19,0,10764.2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
98042,SN-609286,Miller Welding Machine,1,Container 10B,7296.24,0,0,,1095,299,6.663232876712328,-1,27.30593607305936,10,0,7296.24,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
95154,2040423,Shipping Container,1,Container 10B,12976.35,1,1,,1825,980,7.1103287671232875,-1,53.6986301369863,19,0,12976.35,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94888,ND181118N,Miller Multimatic 215 Welding Machine,1,Container 10B,7634.15,0,0,,1095,703,6.971826484018265,-1,64.20091324200912,20,0,7634.15,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94886,SN-568462,Miller Welding Machine,1,Container 10B,11795.01,0,0,,1095,519,10.771698630136987,-1,47.397260273972606,21,0,11795.01,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94885,SN-993899,Miller Welding Machine,1,Container 10B,8293.05,0,0,,1095,88,7.573561643835616,-1,8.036529680365296,15,0,8293.05,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94882,SN-268780,Miller Welding Machine,1,Container 10B,10972.97,0,0,,1095,1234,10.020977168949772,-1,112.69406392694063,11,0,10972.97,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82589,SN-395604,Generac 8000 Watts Generator,1,Container 10B,12871.48,0,0,,1095,426,11.754776255707762,-1,38.9041095890411,14,0,12871.48,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
69324,SN-569440,Miller Welding Machine,1,Container 10B,10144.85,0,0,,1095,376,9.264703196347032,-1,34.337899543378995,15,0,10144.85,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-110531,SN-532232,Welding Consumables,7,Container 10B,6700.15,0,0,,183,2184,36.612841530054645,-1,1193.4426229508197,14,0,957.1642857142857,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-396976,SN-916272,Dewalt Metal Cutting Saw,1,Container 10B,11381.14,0,0,,1095,663,10.393735159817352,-1,60.54794520547945,17,0,11381.14,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-720049,SN-644996,Miller Welding Machine,3,Container 10B,8060.81,0,0,,1095,683,7.361470319634703,-1,62.374429223744286,21,0,2686.936666666667,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
GEN-267575,SN-663366,Hand Trucks,12,Container 10B,8063.82,0,0,,1095,602,7.364219178082192,-1,54.977168949771695,15,0,671.985,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1587,NF231455N,Miller Multimatic 211,1,Container 11A,7528.1,0,0,,1095,405,6.874977168949772,-1,36.986301369863014,12,0,7528.1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1582,NF231462N,Miller Multimatic 211,1,Container 11A,9763.72,0,0,,1095,1157,8.916639269406392,-1,105.662100456621,17,0,9763.72,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1578,NF191035N,Miller Multimatic 211,1,Container 11A,5952.59,0,0,,1095,292,5.436155251141552,-1,26.666666666666668,17,0,5952.59,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
97971,RU2301090067,Champion 9500 Watts Generator,1,Container 1B,13466.01,0,0,,1095,296,12.29772602739726,-1,27.031963470319635,21,0,13466.01,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
97955,RU2301090030,Champion 9500 Watts Generator,1,Container 1B,17397.66,0,0,,1095,2912,15.88827397260274,-1,265.93607305936075,12,0,17397.66,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
97954,SN-288666,Champion 9500 Watts Generator,1,Container 1B,10065.95,0,0,,1095,779,9.192648401826485,-1,71.14155251141553,10,0,10065.95,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
97943,RV2301090161,Champion 9500 Watts Generator,1,Container 1B,14345.47,0,0,,1095,302,13.100885844748857,-1,27.579908675799086,14,0,14345.47,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
97941,RV2301090097,Champion 9500 Watts Generator,1,Container 1B,17128.71,0,0,,1095,707,15.642657534246574,-1,64.5662100456621,10,0,17128.71,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1628,NE414015,Miller Multimatic 211,1,Container 11A,5561.71,0,0,,1095,697,5.079187214611872,-1,63.65296803652968,21,0,5561.71,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1629,NF154024,Miller Multimatic 211,1,Container 11A,6842.69,0,0,,1095,1140,6.249031963470319,-1,104.10958904109589,15,0,6842.69,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
94858,3379255,Shipping Container,1,Container 11A,15479.24,1,1,,1825,1096,8.481775342465752,-1,60.05479452054795,16,0,15479.24,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
82592,SN-533113,Generac 8000 Watts Generator,1,Container 11A,15895.89,0,0,,1095,416,14.516794520547945,-1,37.990867579908674,10,0,15895.89,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1626,ND514004P,Miller Spectrum 875,1,Container 11A,13307.72,0,0,,1095,82,12.15316894977169,-1,7.488584474885844,18,0,13307.72,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
A1627,NE264032P,Miller Spectrum 875,1,Container 11A,7076.84,0,0,,1095,708,6.462867579908676,-1,64.65753424657534,16,0,7076.84,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
